Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age_group,montly_income_per_year_at_company,Experience_Internal,stagnation_in_role,JobRole_Department
30,0,Travel_Rarely,330,Human Resources,1,3 - Bachelor,Life Sciences,3 - High,Male,46,3 - High,1,Human Resources,3 - High,Divorced,2064,15428,0,Y,No,21,4 - Outstanding,1 - Low,1,6,3,4 - Best,5,3,1,3,25-34,344.0,0.8333333333333334,0.6,Human Resources_Human Resources
55,0,Travel_Rarely,1229,Research & Development,4,4 - Master,Life Sciences,4 - Very High,Male,30,3 - High,2,Healthcare Representative,3 - High,Married,4035,16143,0,Y,Yes,16,3- Excellent,2 - Medium,0,4,2,3 - Better,3,2,1,2,55-64,1008.75,0.75,0.6666666666666666,Healthcare Representative_Research & Development
33,0,Travel_Rarely,1099,Research & Development,4,4 - Master,Medical,1 - Low,Female,82,2 - Medium,1,Laboratory Technician,2 - Medium,Married,3838,8192,8,Y,No,11,3- Excellent,4 - Very High,0,8,5,3 - Better,5,4,0,2,25-34,639.6666666666666,0.625,0.8,Laboratory Technician_Research & Development
47,0,Travel_Rarely,571,Sales,14,3 - Bachelor,Medical,3 - High,Female,78,3 - High,2,Sales Executive,3 - High,Married,4591,24200,3,Y,Yes,17,3- Excellent,3 - High,1,11,4,2- Good,5,4,1,2,45-54,765.1666666666666,0.45454545454545453,0.8,Sales Executive_Sales
28,1,Travel_Frequently,289,Research & Development,2,2 - College,Medical,3 - High,Male,38,2 - Medium,1,Laboratory Technician,1 - Low,Single,2561,5355,7,Y,No,11,3- Excellent,3 - High,0,8,2,2- Good,0,0,0,0,25-34,2561.0,0.0,0.0,Laboratory Technician_Research & Development
28,0,Travel_Rarely,1423,Research & Development,1,3 - Bachelor,Life Sciences,1 - Low,Male,72,2 - Medium,1,Research Scientist,3 - High,Divorced,1563,12530,1,Y,No,14,3- Excellent,4 - Very High,1,1,2,1- Bad,1,0,0,0,25-34,781.5,1.0,0.0,Research Scientist_Research & Development
28,0,Travel_Frequently,467,Sales,7,3 - Bachelor,Life Sciences,3 - High,Male,55,3 - High,2,Sales Executive,1 - Low,Single,4898,11827,0,Y,No,14,3- Excellent,4 - Very High,0,5,5,3 - Better,4,2,1,3,25-34,979.6,0.8,0.5,Sales Executive_Sales
49,0,Travel_Rarely,271,Research & Development,3,2 - College,Medical,3 - High,Female,43,2 - Medium,2,Laboratory Technician,1 - Low,Married,4789,23070,4,Y,No,25,4 - Outstanding,1 - Low,1,10,3,3 - Better,3,2,1,2,45-54,1197.25,0.3,0.6666666666666666,Laboratory Technician_Research & Development
29,0,Travel_Frequently,410,Research & Development,2,1 - Below College,Life Sciences,4 - Very High,Female,97,3 - High,1,Laboratory Technician,2 - Medium,Married,3180,4668,0,Y,No,13,3- Excellent,3 - High,3,4,3,3 - Better,3,2,0,2,25-34,795.0,0.75,0.6666666666666666,Laboratory Technician_Research & Development
28,0,Travel_Rarely,1083,Research & Development,29,1 - Below College,Life Sciences,3 - High,Male,96,1 - Low,2,Manufacturing Director,2 - Medium,Married,6549,3173,1,Y,No,14,3- Excellent,2 - Medium,2,8,2,2- Good,8,6,1,7,25-34,727.6666666666666,1.0,0.75,Manufacturing Director_Research & Development
33,0,Travel_Rarely,516,Research & Development,8,5 - Doctorate,Life Sciences,4 - Very High,Male,69,3 - High,2,Healthcare Representative,3 - High,Single,6388,22049,2,Y,Yes,17,3- Excellent,1 - Low,0,14,6,3 - Better,0,0,0,0,25-34,6388.0,0.0,0.0,Healthcare Representative_Research & Development
32,0,Travel_Rarely,495,Research & Development,10,3 - Bachelor,Medical,3 - High,Male,64,3 - High,3,Manager,4 - Very High,Single,11244,21072,2,Y,No,25,4 - Outstanding,2 - Medium,0,10,5,4 - Best,5,2,0,0,25-34,1874.0,0.5,0.4,Manager_Research & Development
54,0,Travel_Frequently,1050,Research & Development,11,4 - Master,Medical,2 - Medium,Female,87,3 - High,4,Manager,4 - Very High,Divorced,16032,24456,3,Y,No,20,4 - Outstanding,1 - Low,1,26,2,3 - Better,14,9,1,12,45-54,1068.8,0.5384615384615384,0.6428571428571429,Manager_Research & Development
29,1,Travel_Rarely,224,Research & Development,1,4 - Master,Technical Degree,1 - Low,Male,100,2 - Medium,1,Research Scientist,1 - Low,Single,2362,7568,6,Y,No,13,3- Excellent,3 - High,0,11,2,1- Bad,9,7,0,7,25-34,236.2,0.8181818181818182,0.7777777777777778,Research Scientist_Research & Development
44,0,Travel_Rarely,136,Research & Development,28,3 - Bachelor,Life Sciences,4 - Very High,Male,32,3 - High,4,Research Director,1 - Low,Married,16328,22074,3,Y,No,13,3- Excellent,3 - High,1,24,1,4 - Best,20,6,14,17,35-44,777.5238095238095,0.8333333333333334,0.3,Research Director_Research & Development
39,0,Travel_Rarely,1089,Research & Development,6,3 - Bachelor,Life Sciences,2 - Medium,Female,32,3 - High,3,Manufacturing Director,2 - Medium,Single,8376,9150,4,Y,No,18,3- Excellent,4 - Very High,0,9,3,3 - Better,2,0,2,2,35-44,2792.0,0.2222222222222222,0.0,Manufacturing Director_Research & Development
46,0,Travel_Rarely,228,Sales,3,3 - Bachelor,Life Sciences,3 - High,Female,51,3 - High,4,Manager,2 - Medium,Married,16606,11380,8,Y,No,12,3- Excellent,4 - Very High,1,23,2,4 - Best,13,12,5,1,45-54,1186.142857142857,0.5652173913043478,0.9230769230769231,Manager_Sales
35,0,Travel_Rarely,1029,Research & Development,16,3 - Bachelor,Life Sciences,4 - Very High,Female,91,2 - Medium,3,Healthcare Representative,2 - Medium,Single,8606,21195,1,Y,No,19,3- Excellent,4 - Very High,0,11,3,1- Bad,11,8,3,3,35-44,717.1666666666666,1.0,0.7272727272727273,Healthcare Representative_Research & Development
23,0,Travel_Rarely,507,Research & Development,20,1 - Below College,Life Sciences,1 - Low,Male,97,3 - High,2,Laboratory Technician,3 - High,Single,2272,24812,0,Y,No,14,3- Excellent,2 - Medium,0,5,2,3 - Better,4,3,1,2,18-24,454.4,0.8,0.75,Laboratory Technician_Research & Development
40,1,Travel_Rarely,676,Research & Development,9,4 - Master,Life Sciences,4 - Very High,Male,86,3 - High,1,Laboratory Technician,1 - Low,Single,2018,21831,3,Y,No,14,3- Excellent,2 - Medium,0,15,3,1- Bad,5,4,1,0,35-44,336.3333333333333,0.3333333333333333,0.8,Laboratory Technician_Research & Development
34,0,Travel_Rarely,971,Sales,1,3 - Bachelor,Technical Degree,4 - Very High,Male,64,2 - Medium,3,Sales Executive,3 - High,Married,7083,12288,1,Y,Yes,14,3- Excellent,4 - Very High,0,10,3,3 - Better,10,9,8,6,25-34,643.9090909090909,1.0,0.9,Sales Executive_Sales
31,1,Travel_Frequently,561,Research & Development,3,3 - Bachelor,Life Sciences,4 - Very High,Female,33,3 - High,1,Research Scientist,3 - High,Single,4084,4156,1,Y,No,12,3- Excellent,1 - Low,0,7,2,1- Bad,7,2,7,7,25-34,510.5,1.0,0.2857142857142857,Research Scientist_Research & Development
50,0,Travel_Frequently,333,Research & Development,22,5 - Doctorate,Medical,3 - High,Male,88,1 - Low,4,Research Director,4 - Very High,Single,14411,24450,1,Y,Yes,13,3- Excellent,4 - Very High,0,32,2,3 - Better,32,6,13,9,45-54,436.6969696969697,1.0,0.1875,Research Director_Research & Development
34,0,Travel_Rarely,1440,Sales,7,2 - College,Technical Degree,2 - Medium,Male,55,3 - High,1,Sales Representative,3 - High,Married,2308,4944,0,Y,Yes,25,4 - Outstanding,2 - Medium,1,12,4,3 - Better,11,10,5,7,25-34,192.33333333333334,0.9166666666666666,0.9090909090909091,Sales Representative_Sales
42,0,Travel_Rarely,1210,Research & Development,2,3 - Bachelor,Medical,3 - High,Male,68,2 - Medium,1,Laboratory Technician,2 - Medium,Married,4841,24052,4,Y,No,14,3- Excellent,2 - Medium,1,4,3,3 - Better,1,0,0,0,35-44,2420.5,0.25,0.0,Laboratory Technician_Research & Development
37,0,Travel_Rarely,674,Research & Development,13,3 - Bachelor,Medical,1 - Low,Male,47,3 - High,2,Research Scientist,4 - Very High,Married,4285,3031,1,Y,No,17,3- Excellent,1 - Low,0,10,2,3 - Better,10,8,3,7,35-44,389.54545454545456,1.0,0.8,Research Scientist_Research & Development
29,0,Travel_Rarely,441,Research & Development,8,1 - Below College,Other,3 - High,Female,39,1 - Low,2,Healthcare Representative,1 - Low,Married,9715,7288,3,Y,No,13,3- Excellent,3 - High,1,9,3,3 - Better,7,7,0,7,25-34,1214.375,0.7777777777777778,1.0,Healthcare Representative_Research & Development
33,0,Travel_Rarely,575,Research & Development,25,3 - Bachelor,Life Sciences,4 - Very High,Male,44,2 - Medium,2,Manufacturing Director,2 - Medium,Single,4320,24152,1,Y,No,13,3- Excellent,4 - Very High,0,5,2,3 - Better,5,3,0,2,25-34,720.0,1.0,0.6,Manufacturing Director_Research & Development
45,0,Travel_Rarely,950,Research & Development,28,3 - Bachelor,Technical Degree,4 - Very High,Male,97,3 - High,1,Research Scientist,4 - Very High,Married,2132,4585,4,Y,No,20,4 - Outstanding,4 - Very High,1,8,3,3 - Better,5,4,0,3,45-54,355.3333333333333,0.625,0.8,Research Scientist_Research & Development
42,0,Travel_Frequently,288,Research & Development,2,3 - Bachelor,Life Sciences,4 - Very High,Male,40,3 - High,3,Healthcare Representative,4 - Very High,Married,10124,18611,2,Y,Yes,14,3- Excellent,3 - High,1,24,3,1- Bad,20,8,13,9,35-44,482.0952380952381,0.8333333333333334,0.4,Healthcare Representative_Research & Development
40,0,Travel_Rarely,1342,Sales,9,2 - College,Medical,1 - Low,Male,47,3 - High,2,Sales Executive,1 - Low,Married,5473,19345,0,Y,No,12,3- Excellent,4 - Very High,0,9,5,4 - Best,8,4,7,1,35-44,608.1111111111111,0.8888888888888888,0.5,Sales Executive_Sales
33,0,Travel_Rarely,589,Research & Development,28,4 - Master,Life Sciences,2 - Medium,Male,79,3 - High,2,Laboratory Technician,3 - High,Married,5207,22949,1,Y,Yes,12,3- Excellent,2 - Medium,1,15,3,3 - Better,15,14,5,7,25-34,325.4375,1.0,0.9333333333333333,Laboratory Technician_Research & Development
40,0,Travel_Rarely,898,Human Resources,6,2 - College,Medical,3 - High,Male,38,3 - High,4,Manager,4 - Very High,Single,16437,17381,1,Y,Yes,21,4 - Outstanding,4 - Very High,0,21,2,3 - Better,21,7,7,7,35-44,747.1363636363636,1.0,0.3333333333333333,Manager_Human Resources
24,0,Travel_Rarely,350,Research & Development,21,2 - College,Technical Degree,3 - High,Male,57,2 - Medium,1,Laboratory Technician,1 - Low,Divorced,2296,10036,0,Y,No,14,3- Excellent,2 - Medium,3,2,3,3 - Better,1,1,0,0,18-24,1148.0,0.5,1.0,Laboratory Technician_Research & Development
40,0,Non-Travel,1142,Research & Development,8,2 - College,Life Sciences,4 - Very High,Male,72,3 - High,2,Healthcare Representative,4 - Very High,Divorced,4069,8841,3,Y,Yes,18,3- Excellent,3 - High,0,8,2,3 - Better,2,2,2,2,35-44,1356.3333333333333,0.25,1.0,Healthcare Representative_Research & Development
45,0,Travel_Rarely,538,Research & Development,1,4 - Master,Technical Degree,1 - Low,Male,66,3 - High,3,Healthcare Representative,2 - Medium,Divorced,7441,20933,1,Y,No,12,3- Excellent,1 - Low,3,10,4,3 - Better,10,8,7,7,45-54,676.4545454545455,1.0,0.8,Healthcare Representative_Research & Development
35,0,Travel_Rarely,1402,Sales,28,4 - Master,Life Sciences,2 - Medium,Female,98,2 - Medium,1,Sales Representative,3 - High,Married,2430,26204,0,Y,No,23,4 - Outstanding,1 - Low,2,6,5,3 - Better,5,3,4,2,35-44,405.0,0.8333333333333334,0.6,Sales Representative_Sales
32,0,Travel_Rarely,824,Research & Development,5,2 - College,Life Sciences,4 - Very High,Female,67,2 - Medium,2,Research Scientist,2 - Medium,Married,5878,15624,3,Y,No,12,3- Excellent,1 - Low,1,12,2,3 - Better,7,1,2,5,25-34,734.75,0.5833333333333334,0.14285714285714285,Research Scientist_Research & Development
36,0,Travel_Rarely,1157,Sales,2,4 - Master,Life Sciences,3 - High,Male,70,3 - High,1,Sales Representative,4 - Very High,Single,2644,17001,3,Y,Yes,21,4 - Outstanding,4 - Very High,0,7,3,2- Good,3,2,1,2,35-44,661.0,0.42857142857142855,0.6666666666666666,Sales Representative_Sales
48,0,Travel_Rarely,492,Sales,16,4 - Master,Life Sciences,3 - High,Female,96,3 - High,2,Sales Executive,3 - High,Divorced,6439,13693,8,Y,No,14,3- Excellent,3 - High,1,18,2,3 - Better,8,7,7,7,45-54,715.4444444444445,0.4444444444444444,0.875,Sales Executive_Sales
29,0,Travel_Rarely,598,Research & Development,9,3 - Bachelor,Life Sciences,3 - High,Male,91,4 - Very High,1,Research Scientist,3 - High,Married,2451,22376,6,Y,No,18,3- Excellent,1 - Low,2,5,2,2- Good,1,0,0,0,25-34,1225.5,0.2,0.0,Research Scientist_Research & Development
33,0,Travel_Rarely,1242,Sales,8,4 - Master,Life Sciences,1 - Low,Male,46,3 - High,2,Sales Executive,1 - Low,Married,6392,10589,2,Y,No,13,3- Excellent,4 - Very High,1,8,6,1- Bad,2,2,2,2,25-34,2130.6666666666665,0.25,1.0,Sales Executive_Sales
30,1,Travel_Rarely,740,Sales,1,3 - Bachelor,Life Sciences,2 - Medium,Male,64,2 - Medium,2,Sales Executive,1 - Low,Married,9714,5323,1,Y,No,11,3- Excellent,4 - Very High,1,10,4,3 - Better,10,8,6,7,25-34,883.0909090909091,1.0,0.8,Sales Executive_Sales
38,0,Travel_Frequently,888,Human Resources,10,4 - Master,Human Resources,3 - High,Male,71,3 - High,2,Human Resources,3 - High,Married,6077,14814,3,Y,No,11,3- Excellent,3 - High,0,10,2,3 - Better,6,3,1,2,35-44,868.1428571428571,0.6,0.5,Human Resources_Human Resources
35,0,Travel_Rarely,992,Research & Development,1,3 - Bachelor,Medical,4 - Very High,Male,68,2 - Medium,1,Laboratory Technician,1 - Low,Single,2450,21731,1,Y,No,19,3- Excellent,2 - Medium,0,3,3,3 - Better,3,0,1,2,35-44,612.5,1.0,0.0,Laboratory Technician_Research & Development
30,0,Travel_Rarely,1288,Sales,29,4 - Master,Technical Degree,3 - High,Male,33,3 - High,3,Sales Executive,2 - Medium,Married,9250,17799,3,Y,No,12,3- Excellent,2 - Medium,1,9,3,3 - Better,4,2,1,3,25-34,1850.0,0.4444444444444444,0.5,Sales Executive_Sales
35,1,Travel_Rarely,104,Research & Development,2,3 - Bachelor,Life Sciences,1 - Low,Female,69,3 - High,1,Laboratory Technician,1 - Low,Divorced,2074,26619,1,Y,Yes,12,3- Excellent,4 - Very High,1,1,2,3 - Better,1,0,0,0,35-44,1037.0,1.0,0.0,Laboratory Technician_Research & Development
53,1,Travel_Rarely,607,Research & Development,2,5 - Doctorate,Technical Degree,3 - High,Female,78,2 - Medium,3,Manufacturing Director,4 - Very High,Married,10169,14618,0,Y,No,16,3- Excellent,2 - Medium,1,34,4,3 - Better,33,7,1,9,45-54,299.0882352941176,0.9705882352941176,0.21212121212121213,Manufacturing Director_Research & Development
38,1,Travel_Rarely,903,Research & Development,2,3 - Bachelor,Medical,3 - High,Male,81,3 - High,2,Manufacturing Director,2 - Medium,Married,4855,7653,4,Y,No,11,3- Excellent,1 - Low,2,7,2,3 - Better,5,2,1,4,35-44,809.1666666666666,0.7142857142857143,0.4,Manufacturing Director_Research & Development
32,0,Non-Travel,1200,Research & Development,1,4 - Master,Technical Degree,4 - Very High,Male,62,3 - High,2,Research Scientist,1 - Low,Married,4087,25174,4,Y,No,14,3- Excellent,2 - Medium,1,9,3,2- Good,6,5,1,2,25-34,583.8571428571429,0.6666666666666666,0.8333333333333334,Research Scientist_Research & Development
48,0,Travel_Rarely,1108,Research & Development,15,4 - Master,Other,3 - High,Female,65,3 - High,1,Research Scientist,1 - Low,Married,2367,16530,8,Y,No,12,3- Excellent,4 - Very High,1,10,3,2- Good,8,2,7,6,45-54,263.0,0.8,0.25,Research Scientist_Research & Development
34,0,Travel_Rarely,479,Research & Development,7,4 - Master,Medical,1 - Low,Male,35,3 - High,1,Research Scientist,4 - Very High,Single,2972,22061,1,Y,No,13,3- Excellent,3 - High,0,1,4,1- Bad,1,0,0,0,25-34,1486.0,1.0,0.0,Research Scientist_Research & Development
55,0,Travel_Rarely,685,Sales,26,5 - Doctorate,Marketing,3 - High,Male,60,2 - Medium,5,Manager,4 - Very High,Married,19586,23037,1,Y,No,21,4 - Outstanding,3 - High,1,36,3,3 - Better,36,6,2,13,55-64,529.3513513513514,1.0,0.16666666666666666,Manager_Sales
34,0,Travel_Rarely,1351,Research & Development,1,4 - Master,Life Sciences,2 - Medium,Male,45,3 - High,2,Research Scientist,4 - Very High,Married,5484,13008,9,Y,No,17,3- Excellent,2 - Medium,1,9,3,2- Good,2,2,2,1,25-34,1828.0,0.2222222222222222,1.0,Research Scientist_Research & Development
26,0,Travel_Rarely,474,Research & Development,3,3 - Bachelor,Life Sciences,1 - Low,Female,89,3 - High,1,Research Scientist,4 - Very High,Married,2061,11133,1,Y,No,21,4 - Outstanding,1 - Low,0,1,5,3 - Better,1,0,0,0,25-34,1030.5,1.0,0.0,Research Scientist_Research & Development
38,0,Travel_Rarely,1245,Sales,14,3 - Bachelor,Life Sciences,3 - High,Male,80,3 - High,2,Sales Executive,2 - Medium,Married,9924,12355,0,Y,No,11,3- Excellent,4 - Very High,1,10,3,3 - Better,9,8,7,7,35-44,992.4,0.9,0.8888888888888888,Sales Executive_Sales
38,0,Travel_Rarely,437,Sales,16,3 - Bachelor,Life Sciences,2 - Medium,Female,90,3 - High,2,Sales Executive,2 - Medium,Single,4198,16379,2,Y,No,12,3- Excellent,2 - Medium,0,8,5,4 - Best,3,2,1,2,35-44,1049.5,0.375,0.6666666666666666,Sales Executive_Sales
36,0,Travel_Rarely,884,Sales,1,4 - Master,Life Sciences,2 - Medium,Female,73,3 - High,2,Sales Executive,3 - High,Single,6815,21447,6,Y,No,13,3- Excellent,1 - Low,0,15,5,3 - Better,1,0,0,0,35-44,3407.5,0.06666666666666667,0.0,Sales Executive_Sales
29,0,Travel_Rarely,1370,Research & Development,3,1 - Below College,Medical,2 - Medium,Male,87,3 - High,1,Laboratory Technician,1 - Low,Single,4723,16213,1,Y,Yes,18,3- Excellent,4 - Very High,0,10,3,3 - Better,10,9,1,5,25-34,429.3636363636364,1.0,0.9,Laboratory Technician_Research & Development
35,0,Travel_Rarely,670,Research & Development,10,4 - Master,Medical,1 - Low,Female,51,3 - High,2,Healthcare Representative,3 - High,Single,6142,4223,3,Y,Yes,16,3- Excellent,3 - High,0,10,4,3 - Better,5,2,0,4,35-44,1023.6666666666666,0.5,0.4,Healthcare Representative_Research & Development
39,0,Travel_Rarely,1462,Sales,6,3 - Bachelor,Medical,4 - Very High,Male,38,4 - Very High,3,Sales Executive,3 - High,Married,8237,4658,2,Y,No,11,3- Excellent,1 - Low,1,11,3,3 - Better,7,6,7,6,35-44,1029.625,0.6363636363636364,0.8571428571428571,Sales Executive_Sales
29,0,Travel_Frequently,995,Research & Development,2,1 - Below College,Life Sciences,1 - Low,Male,87,3 - High,2,Healthcare Representative,4 - Very High,Divorced,8853,24483,1,Y,No,19,3- Excellent,4 - Very High,1,6,0,4 - Best,6,4,1,3,25-34,1264.7142857142858,1.0,0.6666666666666666,Healthcare Representative_Research & Development
50,0,Travel_Rarely,264,Sales,9,3 - Bachelor,Marketing,3 - High,Male,59,3 - High,5,Manager,3 - High,Married,19331,19519,4,Y,Yes,16,3- Excellent,3 - High,1,27,2,3 - Better,1,0,0,0,45-54,9665.5,0.037037037037037035,0.0,Manager_Sales
23,0,Travel_Rarely,977,Research & Development,10,3 - Bachelor,Technical Degree,4 - Very High,Male,45,4 - Very High,1,Research Scientist,3 - High,Married,2073,12826,2,Y,No,16,3- Excellent,4 - Very High,1,4,2,3 - Better,2,2,2,2,18-24,691.0,0.5,1.0,Research Scientist_Research & Development
36,0,Travel_Frequently,1302,Research & Development,6,4 - Master,Life Sciences,1 - Low,Male,80,4 - Very High,2,Laboratory Technician,1 - Low,Married,5562,19711,3,Y,Yes,13,3- Excellent,4 - Very High,1,9,3,3 - Better,3,2,0,2,35-44,1390.5,0.3333333333333333,0.6666666666666666,Laboratory Technician_Research & Development
42,0,Travel_Rarely,1059,Research & Development,9,2 - College,Other,4 - Very High,Male,93,2 - Medium,5,Manager,4 - Very High,Single,19613,26362,8,Y,No,22,4 - Outstanding,4 - Very High,0,24,2,3 - Better,1,0,0,1,35-44,9806.5,0.041666666666666664,0.0,Manager_Research & Development
35,0,Travel_Rarely,750,Research & Development,28,3 - Bachelor,Life Sciences,2 - Medium,Male,46,4 - Very High,2,Laboratory Technician,3 - High,Married,3407,25348,1,Y,No,17,3- Excellent,4 - Very High,2,10,3,2- Good,10,9,6,8,35-44,309.72727272727275,1.0,0.9,Laboratory Technician_Research & Development
34,0,Travel_Frequently,653,Research & Development,10,4 - Master,Technical Degree,4 - Very High,Male,92,2 - Medium,2,Healthcare Representative,3 - High,Married,5063,15332,1,Y,No,14,3- Excellent,2 - Medium,1,8,3,2- Good,8,2,7,7,25-34,562.5555555555555,1.0,0.25,Healthcare Representative_Research & Development
40,0,Travel_Rarely,118,Sales,14,2 - College,Life Sciences,4 - Very High,Female,84,3 - High,2,Sales Executive,1 - Low,Married,4639,11262,1,Y,No,15,3- Excellent,3 - High,1,5,2,3 - Better,5,4,1,2,35-44,773.1666666666666,1.0,0.8,Sales Executive_Sales
43,0,Travel_Rarely,990,Research & Development,27,3 - Bachelor,Technical Degree,4 - Very High,Male,87,4 - Very High,1,Laboratory Technician,2 - Medium,Divorced,4876,5855,5,Y,No,12,3- Excellent,3 - High,1,8,0,3 - Better,6,4,0,2,35-44,696.5714285714286,0.75,0.6666666666666666,Laboratory Technician_Research & Development
35,0,Travel_Rarely,1349,Research & Development,7,2 - College,Life Sciences,3 - High,Male,63,2 - Medium,1,Laboratory Technician,4 - Very High,Married,2690,7713,1,Y,No,18,3- Excellent,4 - Very High,1,1,5,2- Good,1,0,0,1,35-44,1345.0,1.0,0.0,Laboratory Technician_Research & Development
46,0,Travel_Rarely,563,Sales,1,4 - Master,Life Sciences,4 - Very High,Male,56,4 - Very High,4,Manager,1 - Low,Single,17567,3156,1,Y,No,15,3- Excellent,2 - Medium,0,27,5,1- Bad,26,0,0,12,45-54,650.6296296296297,0.9629629629629629,0.0,Manager_Sales
28,1,Travel_Rarely,329,Research & Development,24,3 - Bachelor,Medical,3 - High,Male,51,3 - High,1,Laboratory Technician,2 - Medium,Married,2408,7324,1,Y,Yes,17,3- Excellent,3 - High,3,1,3,3 - Better,1,1,0,0,25-34,1204.0,1.0,1.0,Laboratory Technician_Research & Development
22,0,Non-Travel,457,Research & Development,26,2 - College,Other,2 - Medium,Female,85,2 - Medium,1,Research Scientist,3 - High,Married,2814,10293,1,Y,Yes,14,3- Excellent,2 - Medium,0,4,2,2- Good,4,2,1,3,18-24,562.8,1.0,0.5,Research Scientist_Research & Development
50,0,Travel_Frequently,1234,Research & Development,20,5 - Doctorate,Medical,2 - Medium,Male,41,3 - High,4,Healthcare Representative,3 - High,Married,11245,20689,2,Y,Yes,15,3- Excellent,3 - High,1,32,3,3 - Better,30,8,12,13,45-54,362.741935483871,0.9375,0.26666666666666666,Healthcare Representative_Research & Development
32,0,Travel_Rarely,634,Research & Development,5,4 - Master,Other,2 - Medium,Female,35,4 - Very High,1,Research Scientist,4 - Very High,Married,3312,18783,3,Y,No,17,3- Excellent,4 - Very High,2,6,3,3 - Better,3,2,0,2,25-34,828.0,0.5,0.6666666666666666,Research Scientist_Research & Development
44,0,Travel_Rarely,1313,Research & Development,7,3 - Bachelor,Medical,2 - Medium,Female,31,3 - High,5,Research Director,4 - Very High,Divorced,19049,3549,0,Y,Yes,14,3- Excellent,4 - Very High,1,23,4,2- Good,22,7,1,10,35-44,828.2173913043479,0.9565217391304348,0.3181818181818182,Research Director_Research & Development
30,0,Travel_Rarely,241,Research & Development,7,3 - Bachelor,Medical,2 - Medium,Male,48,2 - Medium,1,Research Scientist,2 - Medium,Married,2141,5348,1,Y,No,12,3- Excellent,2 - Medium,1,6,3,2- Good,6,4,1,1,25-34,305.85714285714283,1.0,0.6666666666666666,Research Scientist_Research & Development
45,0,Travel_Rarely,1015,Research & Development,5,5 - Doctorate,Medical,3 - High,Female,50,1 - Low,2,Laboratory Technician,1 - Low,Single,5769,23447,1,Y,Yes,14,3- Excellent,1 - Low,0,10,3,3 - Better,10,7,1,4,45-54,524.4545454545455,1.0,0.7,Laboratory Technician_Research & Development
45,0,Non-Travel,336,Sales,26,3 - Bachelor,Marketing,1 - Low,Male,52,2 - Medium,2,Sales Executive,1 - Low,Married,4385,24162,1,Y,No,15,3- Excellent,1 - Low,1,10,2,3 - Better,10,7,4,5,45-54,398.6363636363636,1.0,0.7,Sales Executive_Sales
31,0,Travel_Frequently,715,Sales,2,4 - Master,Other,4 - Very High,Male,54,3 - High,2,Sales Executive,1 - Low,Single,5332,21602,7,Y,No,13,3- Excellent,4 - Very High,0,10,3,3 - Better,5,2,0,3,25-34,888.6666666666666,0.5,0.4,Sales Executive_Sales
36,0,Travel_Rarely,559,Research & Development,12,4 - Master,Life Sciences,3 - High,Female,76,3 - High,2,Manufacturing Director,3 - High,Married,4663,12421,9,Y,Yes,12,3- Excellent,2 - Medium,2,7,2,3 - Better,3,2,1,1,35-44,1165.75,0.42857142857142855,0.6666666666666666,Manufacturing Director_Research & Development
34,0,Travel_Frequently,426,Research & Development,10,4 - Master,Life Sciences,3 - High,Male,42,4 - Very High,2,Manufacturing Director,4 - Very High,Divorced,4724,17000,1,Y,No,13,3- Excellent,1 - Low,1,9,3,3 - Better,9,7,7,2,25-34,472.4,1.0,0.7777777777777778,Manufacturing Director_Research & Development
49,0,Travel_Rarely,722,Research & Development,25,4 - Master,Life Sciences,3 - High,Female,84,3 - High,1,Laboratory Technician,1 - Low,Married,3211,22102,1,Y,No,14,3- Excellent,4 - Very High,1,10,3,2- Good,9,6,1,4,45-54,321.1,0.9,0.6666666666666666,Laboratory Technician_Research & Development
39,0,Travel_Rarely,1387,Research & Development,10,5 - Doctorate,Medical,2 - Medium,Male,76,3 - High,2,Manufacturing Director,1 - Low,Married,5377,3835,2,Y,No,13,3- Excellent,4 - Very High,3,10,3,3 - Better,7,7,7,7,35-44,672.125,0.7,1.0,Manufacturing Director_Research & Development
27,0,Travel_Rarely,1302,Research & Development,19,3 - Bachelor,Other,4 - Very High,Male,67,2 - Medium,1,Laboratory Technician,1 - Low,Divorced,4066,16290,1,Y,No,11,3- Excellent,1 - Low,2,7,3,3 - Better,7,7,0,7,25-34,508.25,1.0,1.0,Laboratory Technician_Research & Development
35,0,Travel_Rarely,819,Research & Development,18,5 - Doctorate,Life Sciences,2 - Medium,Male,48,4 - Very High,2,Research Scientist,1 - Low,Married,5208,26312,1,Y,No,11,3- Excellent,4 - Very High,0,16,2,3 - Better,16,15,1,10,35-44,306.3529411764706,1.0,0.9375,Research Scientist_Research & Development
28,0,Travel_Rarely,580,Research & Development,27,3 - Bachelor,Medical,2 - Medium,Female,39,1 - Low,2,Manufacturing Director,1 - Low,Divorced,4877,20460,0,Y,No,21,4 - Outstanding,2 - Medium,1,6,5,2- Good,5,3,0,0,25-34,812.8333333333334,0.8333333333333334,0.6,Manufacturing Director_Research & Development
